2026-01-18 00:14:51.246 [DiscoveryClient-HeartbeatExecutor-%d] INFO  com.netflix.discovery.DiscoveryClient - DiscoveryClient_CAR-BASE/10.128.92.100:car-base:9001 - Re-registering apps/CAR-BASE
2026-01-18 22:36:26.931 [HikariPool-1 housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=7m3s764ms).
2026-01-18 22:52:18.605 [AsyncResolver-bootstrap-executor-%d] INFO  c.n.d.shared.resolver.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
2026-01-18 22:52:21.927 [HikariPool-1 housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=15m54s997ms).
2026-01-18 22:52:42.595 [DiscoveryClient-HeartbeatExecutor-%d] INFO  com.netflix.discovery.DiscoveryClient - DiscoveryClient_CAR-BASE/10.128.92.100:car-base:9001 - Re-registering apps/CAR-BASE
2026-01-18 22:52:42.595 [DiscoveryClient-HeartbeatExecutor-%d] INFO  com.netflix.discovery.DiscoveryClient - DiscoveryClient_CAR-BASE/10.128.92.100:car-base:9001: registering service...
2026-01-18 22:52:42.607 [DiscoveryClient-HeartbeatExecutor-%d] INFO  com.netflix.discovery.DiscoveryClient - DiscoveryClient_CAR-BASE/10.128.92.100:car-base:9001 - registration status: 204
2026-01-18 23:08:46.932 [HikariPool-1 housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=15m54s986ms).
2026-01-18 23:24:41.936 [HikariPool-1 housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=15m55s2ms).
2026-01-18 23:37:11.655 [DiscoveryClient-HeartbeatExecutor-%d] INFO  com.netflix.discovery.DiscoveryClient - DiscoveryClient_CAR-BASE/10.128.92.100:car-base:9001 - Re-registering apps/CAR-BASE
2026-01-18 23:37:11.655 [DiscoveryClient-HeartbeatExecutor-%d] INFO  com.netflix.discovery.DiscoveryClient - DiscoveryClient_CAR-BASE/10.128.92.100:car-base:9001: registering service...
2026-01-18 23:37:11.663 [DiscoveryClient-HeartbeatExecutor-%d] INFO  com.netflix.discovery.DiscoveryClient - DiscoveryClient_CAR-BASE/10.128.92.100:car-base:9001 - registration status: 204
2026-01-18 23:37:20.882 [HikariPool-1 housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=12m38s948ms).
2026-01-18 23:53:37.618 [DiscoveryClient-HeartbeatExecutor-%d] INFO  com.netflix.discovery.DiscoveryClient - DiscoveryClient_CAR-BASE/10.128.92.100:car-base:9001 - Re-registering apps/CAR-BASE
2026-01-18 23:53:37.619 [DiscoveryClient-HeartbeatExecutor-%d] INFO  com.netflix.discovery.DiscoveryClient - DiscoveryClient_CAR-BASE/10.128.92.100:car-base:9001: registering service...
2026-01-18 23:53:37.639 [DiscoveryClient-HeartbeatExecutor-%d] INFO  com.netflix.discovery.DiscoveryClient - DiscoveryClient_CAR-BASE/10.128.92.100:car-base:9001 - registration status: 204
2026-01-18 23:53:46.664 [HikariPool-1 housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=15m55s760ms).
